carrier;weight_type;department;label;min_kg;max_kg;bracket;price_ht;price_per_100kg_ht
SCHENKER;less_100;34;HERAULT;40;49;40 - 49;59.64;
SCHENKER;less_100;34;HERAULT;50;59;50 - 59;64.28;
SCHENKER;less_100;34;HERAULT;60;69;60 - 69;68.93;
SCHENKER;less_100;34;HERAULT;70;79;70 - 79;73.58;
SCHENKER;less_100;34;HERAULT;80;100;80 - 100;81.32;
SCHENKER;less_100;35;ILLE-ET-VILAINE;1;9;1 - 9;23.36;
SCHENKER;less_100;35;ILLE-ET-VILAINE;10;19;10 - 19;26.63;
SCHENKER;less_100;35;ILLE-ET-VILAINE;20;29;20 - 29;29.9;
SCHENKER;less_100;35;ILLE-ET-VILAINE;30;39;30 - 39;33.17;
SCHENKER;less_100;35;ILLE-ET-VILAINE;40;49;40 - 49;35.97;
SCHENKER;less_100;35;ILLE-ET-VILAINE;50;59;50 - 59;38.77;
SCHENKER;less_100;35;ILLE-ET-VILAINE;60;69;60 - 69;41.58;
SCHENKER;less_100;35;ILLE-ET-VILAINE;70;79;70 - 79;44.37;
SCHENKER;less_100;35;ILLE-ET-VILAINE;80;100;80 - 100;49.05;
SCHENKER;less_100;36;INDRE;1;9;1 - 9;26.43;
SCHENKER;less_100;36;INDRE;10;19;10 - 19;30.13;
SCHENKER;less_100;36;INDRE;20;29;20 - 29;33.83;
SCHENKER;less_100;36;INDRE;30;39;30 - 39;37.53;
SCHENKER;less_100;36;INDRE;40;49;40 - 49;40.71;
SCHENKER;less_100;36;INDRE;50;59;50 - 59;43.87;
SCHENKER;less_100;36;INDRE;60;69;60 - 69;47.05;
SCHENKER;less_100;36;INDRE;70;79;70 - 79;50.22;
SCHENKER;less_100;36;INDRE;80;100;80 - 100;55.51;
SCHENKER;less_100;37;INDRE-ET-LOIRE;1;9;1 - 9;23.36;
SCHENKER;less_100;37;INDRE-ET-LOIRE;10;19;10 - 19;26.63;
SCHENKER;less_100;37;INDRE-ET-LOIRE;20;29;20 - 29;29.9;
SCHENKER;less_100;37;INDRE-ET-LOIRE;30;39;30 - 39;33.17;
SCHENKER;less_100;37;INDRE-ET-LOIRE;40;49;40 - 49;35.97;
SCHENKER;less_100;37;INDRE-ET-LOIRE;50;59;50 - 59;38.77;
SCHENKER;less_100;37;INDRE-ET-LOIRE;60;69;60 - 69;41.58;
SCHENKER;less_100;37;INDRE-ET-LOIRE;70;79;70 - 79;44.37;
SCHENKER;less_100;37;INDRE-ET-LOIRE;80;100;80 - 100;49.05;
SCHENKER;less_100;38;ISERE;1;9;1 - 9;31.81;
SCHENKER;less_100;38;ISERE;10;19;10 - 19;36.26;
SCHENKER;less_100;38;ISERE;20;29;20 - 29;40.71;
SCHENKER;less_100;38;ISERE;30;39;30 - 39;45.17;
SCHENKER;less_100;38;ISERE;40;49;40 - 49;48.99;
SCHENKER;less_100;38;ISERE;50;59;50 - 59;52.8;
SCHENKER;less_100;38;ISERE;60;69;60 - 69;56.62;
SCHENKER;less_100;38;ISERE;70;79;70 - 79;60.43;
SCHENKER;less_100;38;ISERE;80;100;80 - 100;66.8;
SCHENKER;less_100;38;ISERE Localités d'altitude;1;9;1 - 9;39.22;
SCHENKER;less_100;38;ISERE Localités d'altitude;10;19;10 - 19;44.71;
SCHENKER;less_100;38;ISERE Localités d'altitude;20;29;20 - 29;50.21;
SCHENKER;less_100;38;ISERE Localités d'altitude;30;39;30 - 39;55.69;
SCHENKER;less_100;38;ISERE Localités d'altitude;40;49;40 - 49;60.4;
SCHENKER;less_100;38;ISERE Localités d'altitude;50;59;50 - 59;65.11;
SCHENKER;less_100;38;ISERE Localités d'altitude;60;69;60 - 69;69.81;
SCHENKER;less_100;38;ISERE Localités d'altitude;70;79;70 - 79;74.53;
SCHENKER;less_100;38;ISERE Localités d'altitude;80;100;80 - 100;82.37;
SCHENKER;less_100;39;JURA;1;9;1 - 9;29.5;
SCHENKER;less_100;39;JURA;10;19;10 - 19;33.64;
SCHENKER;less_100;39;JURA;20;29;20 - 29;37.77;
SCHENKER;less_100;39;JURA;30;39;30 - 39;41.9;
SCHENKER;less_100;39;JURA;40;49;40 - 49;45.44;
SCHENKER;less_100;39;JURA;50;59;50 - 59;48.97;
SCHENKER;less_100;39;JURA;60;69;60 - 69;52.52;
SCHENKER;less_100;39;JURA;70;79;70 - 79;56.06;
SCHENKER;less_100;39;JURA;80;100;80 - 100;61.96;
SCHENKER;less_100;39;JURA Localités d'altitude;1;9;1 - 9;36.74;
SCHENKER;less_100;39;JURA Localités d'altitude;10;19;10 - 19;41.88;
SCHENKER;less_100;39;JURA Localités d'altitude;20;29;20 - 29;47.03;
SCHENKER;less_100;39;JURA Localités d'altitude;30;39;30 - 39;52.17;
SCHENKER;less_100;39;JURA Localités d'altitude;40;49;40 - 49;56.58;
SCHENKER;less_100;39;JURA Localités d'altitude;50;59;50 - 59;60.99;
SCHENKER;less_100;39;JURA Localités d'altitude;60;69;60 - 69;65.4;
SCHENKER;less_100;39;JURA Localités d'altitude;70;79;70 - 79;69.81;
SCHENKER;less_100;39;JURA Localités d'altitude;80;100;80 - 100;77.15;
SCHENKER;less_100;40;LANDES;1;9;1 - 9;37.19;
SCHENKER;less_100;40;LANDES;10;19;10 - 19;42.39;
SCHENKER;less_100;40;LANDES;20;29;20 - 29;47.6;
SCHENKER;less_100;40;LANDES;30;39;30 - 39;52.81;
SCHENKER;less_100;40;LANDES;40;49;40 - 49;57.27;
SCHENKER;less_100;40;LANDES;50;59;50 - 59;61.73;
SCHENKER;less_100;40;LANDES;60;69;60 - 69;66.2;
SCHENKER;less_100;40;LANDES;70;79;70 - 79;70.66;
SCHENKER;less_100;40;LANDES;80;100;80 - 100;78.1;
SCHENKER;less_100;41;LOIR-ET-CHER;1;9;1 - 9;23.36;
SCHENKER;less_100;41;LOIR-ET-CHER;10;19;10 - 19;26.63;
SCHENKER;less_100;41;LOIR-ET-CHER;20;29;20 - 29;29.9;
SCHENKER;less_100;41;LOIR-ET-CHER;30;39;30 - 39;33.17;
SCHENKER;less_100;41;LOIR-ET-CHER;40;49;40 - 49;35.97;
SCHENKER;less_100;41;LOIR-ET-CHER;50;59;50 - 59;38.77;
SCHENKER;less_100;41;LOIR-ET-CHER;60;69;60 - 69;41.58;
SCHENKER;less_100;41;LOIR-ET-CHER;70;79;70 - 79;44.37;
SCHENKER;less_100;41;LOIR-ET-CHER;80;100;80 - 100;49.05;
SCHENKER;less_100;42;LOIRE;1;9;1 - 9;29.5;
SCHENKER;less_100;42;LOIRE;10;19;10 - 19;33.64;
SCHENKER;less_100;42;LOIRE;20;29;20 - 29;37.77;
SCHENKER;less_100;42;LOIRE;30;39;30 - 39;41.9;
SCHENKER;less_100;42;LOIRE;40;49;40 - 49;45.44;
SCHENKER;less_100;42;LOIRE;50;59;50 - 59;48.97;
SCHENKER;less_100;42;LOIRE;60;69;60 - 69;52.52;
SCHENKER;less_100;42;LOIRE;70;79;70 - 79;56.06;
SCHENKER;less_100;42;LOIRE;80;100;80 - 100;61.96;
SCHENKER;less_100;42;LOIRE Localités d'altitude;1;9;1 - 9;36.74;
SCHENKER;less_100;42;LOIRE Localités d'altitude;10;19;10 - 19;41.88;
SCHENKER;less_100;42;LOIRE Localités d'altitude;20;29;20 - 29;47.03;
SCHENKER;less_100;42;LOIRE Localités d'altitude;30;39;30 - 39;52.17;
SCHENKER;less_100;42;LOIRE Localités d'altitude;40;49;40 - 49;56.58;
SCHENKER;less_100;42;LOIRE Localités d'altitude;50;59;50 - 59;60.99;
SCHENKER;less_100;42;LOIRE Localités d'altitude;60;69;60 - 69;65.4;
SCHENKER;less_100;42;LOIRE Localités d'altitude;70;79;70 - 79;69.81;
SCHENKER;less_100;42;LOIRE Localités d'altitude;80;100;80 - 100;77.15;
SCHENKER;less_100;43;HAUTE-LOIRE;1;9;1 - 9;32.58;
SCHENKER;less_100;43;HAUTE-LOIRE;10;19;10 - 19;37.14;
SCHENKER;less_100;43;HAUTE-LOIRE;20;29;20 - 29;41.7;
SCHENKER;less_100;43;HAUTE-LOIRE;30;39;30 - 39;46.26;
SCHENKER;less_100;43;HAUTE-LOIRE;40;49;40 - 49;50.17;
SCHENKER;less_100;43;HAUTE-LOIRE;50;59;50 - 59;54.08;
SCHENKER;less_100;43;HAUTE-LOIRE;60;69;60 - 69;57.99;
SCHENKER;less_100;43;HAUTE-LOIRE;70;79;70 - 79;61.9;
SCHENKER;less_100;43;HAUTE-LOIRE;80;100;80 - 100;68.41;
SCHENKER;less_100;44;LOIRE-ATLANTIQUE;1;9;1 - 9;25.66;
SCHENKER;less_100;44;LOIRE-ATLANTIQUE;10;19;10 - 19;29.25;
SCHENKER;less_100;44;LOIRE-ATLANTIQUE;20;29;20 - 29;32.85;
SCHENKER;less_100;44;LOIRE-ATLANTIQUE;30;39;30 - 39;36.44;
SCHENKER;less_100;44;LOIRE-ATLANTIQUE;40;49;40 - 49;39.52;
SCHENKER;less_100;44;LOIRE-ATLANTIQUE;50;59;50 - 59;42.6;
SCHENKER;less_100;44;LOIRE-ATLANTIQUE;60;69;60 - 69;45.68;
SCHENKER;less_100;44;LOIRE-ATLANTIQUE;70;79;70 - 79;48.76;
SCHENKER;less_100;44;LOIRE-ATLANTIQUE;80;100;80 - 100;53.89;
SCHENKER;less_100;45;LOIRET;1;9;1 - 9;21.82;
SCHENKER;less_100;45;LOIRET;10;19;10 - 19;24.87;
SCHENKER;less_100;45;LOIRET;20;29;20 - 29;27.92;
SCHENKER;less_100;45;LOIRET;30;39;30 - 39;30.99;
SCHENKER;less_100;45;LOIRET;40;49;40 - 49;33.6;
SCHENKER;less_100;45;LOIRET;50;59;50 - 59;36.22;
SCHENKER;less_100;45;LOIRET;60;69;60 - 69;38.84;
SCHENKER;less_100;45;LOIRET;70;79;70 - 79;41.46;
SCHENKER;less_100;45;LOIRET;80;100;80 - 100;45.82;
SCHENKER;less_100;46;LOT;1;9;1 - 9;35.65;
SCHENKER;less_100;46;LOT;10;19;10 - 19;40.64;
SCHENKER;less_100;46;LOT;20;29;20 - 29;45.64;
SCHENKER;less_100;46;LOT;30;39;30 - 39;50.63;
SCHENKER;less_100;46;LOT;40;49;40 - 49;54.9;
SCHENKER;less_100;46;LOT;50;59;50 - 59;59.18;
SCHENKER;less_100;46;LOT;60;69;60 - 69;63.46;
SCHENKER;less_100;46;LOT;70;79;70 - 79;67.74;
SCHENKER;less_100;46;LOT;80;100;80 - 100;74.87;
SCHENKER;less_100;47;LOT-ET-GARONNE;1;9;1 - 9;34.88;
SCHENKER;less_100;47;LOT-ET-GARONNE;10;19;10 - 19;39.77;
SCHENKER;less_100;47;LOT-ET-GARONNE;20;29;20 - 29;44.65;
SCHENKER;less_100;47;LOT-ET-GARONNE;30;39;30 - 39;49.54;
SCHENKER;less_100;47;LOT-ET-GARONNE;40;49;40 - 49;53.72;
SCHENKER;less_100;47;LOT-ET-GARONNE;50;59;50 - 59;57.91;
SCHENKER;less_100;47;LOT-ET-GARONNE;60;69;60 - 69;62.09;
SCHENKER;less_100;47;LOT-ET-GARONNE;70;79;70 - 79;66.28;
SCHENKER;less_100;47;LOT-ET-GARONNE;80;100;80 - 100;73.26;
SCHENKER;less_100;48;LOZERE;1;9;1 - 9;36.42;
SCHENKER;less_100;48;LOZERE;10;19;10 - 19;41.51;
SCHENKER;less_100;48;LOZERE;20;29;20 - 29;46.62;
SCHENKER;less_100;48;LOZERE;30;39;30 - 39;51.72;
SCHENKER;less_100;48;LOZERE;40;49;40 - 49;56.09;
SCHENKER;less_100;48;LOZERE;50;59;50 - 59;60.46;
SCHENKER;less_100;48;LOZERE;60;69;60 - 69;64.83;
SCHENKER;less_100;48;LOZERE;70;79;70 - 79;69.2;
SCHENKER;less_100;48;LOZERE;80;100;80 - 100;76.48;
SCHENKER;less_100;49;MAINE-ET-LOIRE;1;9;1 - 9;24.13;
SCHENKER;less_100;49;MAINE-ET-LOIRE;10;19;10 - 19;27.5;
SCHENKER;less_100;49;MAINE-ET-LOIRE;20;29;20 - 29;30.88;
SCHENKER;less_100;49;MAINE-ET-LOIRE;30;39;30 - 39;34.26;
SCHENKER;less_100;49;MAINE-ET-LOIRE;40;49;40 - 49;37.15;
SCHENKER;less_100;49;MAINE-ET-LOIRE;50;59;50 - 59;40.05;
SCHENKER;less_100;49;MAINE-ET-LOIRE;60;69;60 - 69;42.94;
SCHENKER;less_100;49;MAINE-ET-LOIRE;70;79;70 - 79;45.84;
SCHENKER;less_100;49;MAINE-ET-LOIRE;80;100;80 - 100;50.66;
SCHENKER;less_100;50;MANCHE;1;9;1 - 9;24.9;
SCHENKER;less_100;50;MANCHE;10;19;10 - 19;28.38;
SCHENKER;less_100;50;MANCHE;20;29;20 - 29;31.86;
SCHENKER;less_100;50;MANCHE;30;39;30 - 39;35.35;
SCHENKER;less_100;50;MANCHE;40;49;40 - 49;38.33;
SCHENKER;less_100;50;MANCHE;50;59;50 - 59;41.32;
SCHENKER;less_100;50;MANCHE;60;69;60 - 69;44.31;
SCHENKER;less_100;50;MANCHE;70;79;70 - 79;47.29;
SCHENKER;less_100;50;MANCHE;80;100;80 - 100;52.28;
SCHENKER;less_100;51;MARNE;1;9;1 - 9;22.59;
SCHENKER;less_100;51;MARNE;10;19;10 - 19;25.75;
SCHENKER;less_100;51;MARNE;20;29;20 - 29;28.91;
SCHENKER;less_100;51;MARNE;30;39;30 - 39;32.07;
SCHENKER;less_100;51;MARNE;40;49;40 - 49;34.79;
SCHENKER;less_100;51;MARNE;50;59;50 - 59;37.49;
SCHENKER;less_100;51;MARNE;60;69;60 - 69;40.21;
SCHENKER;less_100;51;MARNE;70;79;70 - 79;42.92;
SCHENKER;less_100;51;MARNE;80;100;80 - 100;47.43;
SCHENKER;less_100;52;HAUTE-MARNE;1;9;1 - 9;24.9;
SCHENKER;less_100;52;HAUTE-MARNE;10;19;10 - 19;28.38;
SCHENKER;less_100;52;HAUTE-MARNE;20;29;20 - 29;31.86;
SCHENKER;less_100;52;HAUTE-MARNE;30;39;30 - 39;35.35;
SCHENKER;less_100;52;HAUTE-MARNE;40;49;40 - 49;38.33;
SCHENKER;less_100;52;HAUTE-MARNE;50;59;50 - 59;41.32;
SCHENKER;less_100;52;HAUTE-MARNE;60;69;60 - 69;44.31;
SCHENKER;less_100;52;HAUTE-MARNE;70;79;70 - 79;47.29;
SCHENKER;less_100;52;HAUTE-MARNE;80;100;80 - 100;52.28;
SCHENKER;less_100;53;MAYENNE;1;9;1 - 9;26.43;
SCHENKER;less_100;53;MAYENNE;10;19;10 - 19;30.13;
SCHENKER;less_100;53;MAYENNE;20;29;20 - 29;33.83;
SCHENKER;less_100;53;MAYENNE;30;39;30 - 39;37.53;
SCHENKER;less_100;53;MAYENNE;40;49;40 - 49;40.71;
SCHENKER;less_100;53;MAYENNE;50;59;50 - 59;43.87;
SCHENKER;less_100;53;MAYENNE;60;69;60 - 69;47.05;
SCHENKER;less_100;53;MAYENNE;70;79;70 - 79;50.22;
SCHENKER;less_100;53;MAYENNE;80;100;80 - 100;55.51;
SCHENKER;less_100;54;MEURTHE-ET- MOSELLE;1;9;1 - 9;25.66;
SCHENKER;less_100;54;MEURTHE-ET- MOSELLE;10;19;10 - 19;29.25;
SCHENKER;less_100;54;MEURTHE-ET- MOSELLE;20;29;20 - 29;32.85;
SCHENKER;less_100;54;MEURTHE-ET- MOSELLE;30;39;30 - 39;36.44;
SCHENKER;less_100;54;MEURTHE-ET- MOSELLE;40;49;40 - 49;39.52;
SCHENKER;less_100;54;MEURTHE-ET- MOSELLE;50;59;50 - 59;42.6;
SCHENKER;less_100;54;MEURTHE-ET- MOSELLE;60;69;60 - 69;45.68;
SCHENKER;less_100;54;MEURTHE-ET- MOSELLE;70;79;70 - 79;48.76;
SCHENKER;less_100;54;MEURTHE-ET- MOSELLE;80;100;80 - 100;53.89;
SCHENKER;less_100;55;MEUSE;1;9;1 - 9;22.59;
SCHENKER;less_100;55;MEUSE;10;19;10 - 19;25.75;
SCHENKER;less_100;55;MEUSE;20;29;20 - 29;28.91;
SCHENKER;less_100;55;MEUSE;30;39;30 - 39;32.07;
SCHENKER;less_100;55;MEUSE;40;49;40 - 49;34.79;
SCHENKER;less_100;55;MEUSE;50;59;50 - 59;37.49;
SCHENKER;less_100;55;MEUSE;60;69;60 - 69;40.21;
SCHENKER;less_100;55;MEUSE;70;79;70 - 79;42.92;
SCHENKER;less_100;55;MEUSE;80;100;80 - 100;47.43;
SCHENKER;less_100;56;MORBIHAN;1;9;1 - 9;30.27;
SCHENKER;less_100;56;MORBIHAN;10;19;10 - 19;34.51;
SCHENKER;less_100;56;MORBIHAN;20;29;20 - 29;38.75;
SCHENKER;less_100;56;MORBIHAN;30;39;30 - 39;42.98;
SCHENKER;less_100;56;MORBIHAN;40;49;40 - 49;46.62;
SCHENKER;less_100;56;MORBIHAN;50;59;50 - 59;50.25;
SCHENKER;less_100;56;MORBIHAN;60;69;60 - 69;53.89;
SCHENKER;less_100;56;MORBIHAN;70;79;70 - 79;57.51;
SCHENKER;less_100;56;MORBIHAN;80;100;80 - 100;63.58;
SCHENKER;less_100;56;MORBIHAN Iles;1;9;1 - 9;37.57;
SCHENKER;less_100;56;MORBIHAN Iles;10;19;10 - 19;42.83;
SCHENKER;less_100;56;MORBIHAN Iles;20;29;20 - 29;48.09;
SCHENKER;less_100;56;MORBIHAN Iles;30;39;30 - 39;53.35;
SCHENKER;less_100;56;MORBIHAN Iles;40;49;40 - 49;57.85;
SCHENKER;less_100;56;MORBIHAN Iles;50;59;50 - 59;62.36;
SCHENKER;less_100;56;MORBIHAN Iles;60;69;60 - 69;66.87;
SCHENKER;less_100;56;MORBIHAN Iles;70;79;70 - 79;71.38;
SCHENKER;less_100;56;MORBIHAN Iles;80;100;80 - 100;78.9;
SCHENKER;less_100;57;MOSELLE;1;9;1 - 9;24.13;
SCHENKER;less_100;57;MOSELLE;10;19;10 - 19;27.5;
SCHENKER;less_100;57;MOSELLE;20;29;20 - 29;30.88;
SCHENKER;less_100;57;MOSELLE;30;39;30 - 39;34.26;
SCHENKER;less_100;57;MOSELLE;40;49;40 - 49;37.15;
SCHENKER;less_100;57;MOSELLE;50;59;50 - 59;40.05;
SCHENKER;less_100;57;MOSELLE;60;69;60 - 69;42.94;
SCHENKER;less_100;57;MOSELLE;70;79;70 - 79;45.84;
SCHENKER;less_100;57;MOSELLE;80;100;80 - 100;50.66;
SCHENKER;less_100;58;NIEVRE;1;9;1 - 9;26.43;
SCHENKER;less_100;58;NIEVRE;10;19;10 - 19;30.13;
SCHENKER;less_100;58;NIEVRE;20;29;20 - 29;33.83;
SCHENKER;less_100;58;NIEVRE;30;39;30 - 39;37.53;
SCHENKER;less_100;58;NIEVRE;40;49;40 - 49;40.71;
SCHENKER;less_100;58;NIEVRE;50;59;50 - 59;43.87;
SCHENKER;less_100;58;NIEVRE;60;69;60 - 69;47.05;
SCHENKER;less_100;58;NIEVRE;70;79;70 - 79;50.22;
SCHENKER;less_100;58;NIEVRE;80;100;80 - 100;55.51;
SCHENKER;less_100;59;NORD;1;9;1 - 9;16.44;
SCHENKER;less_100;59;NORD;10;19;10 - 19;18.74;
SCHENKER;less_100;59;NORD;20;29;20 - 29;21.04;
SCHENKER;less_100;59;NORD;30;39;30 - 39;23.35;
SCHENKER;less_100;59;NORD;40;49;40 - 49;25.32;
SCHENKER;less_100;59;NORD;50;59;50 - 59;27.29;
SCHENKER;less_100;59;NORD;60;69;60 - 69;29.26;
SCHENKER;less_100;59;NORD;70;79;70 - 79;31.24;
SCHENKER;less_100;59;NORD;80;100;80 - 100;34.52;
SCHENKER;less_100;60;OISE;1;9;1 - 9;16.44;
SCHENKER;less_100;60;OISE;10;19;10 - 19;18.74;
SCHENKER;less_100;60;OISE;20;29;20 - 29;21.04;
SCHENKER;less_100;60;OISE;30;39;30 - 39;23.35;
SCHENKER;less_100;60;OISE;40;49;40 - 49;25.32;
SCHENKER;less_100;60;OISE;50;59;50 - 59;27.29;
SCHENKER;less_100;60;OISE;60;69;60 - 69;29.26;
SCHENKER;less_100;60;OISE;70;79;70 - 79;31.24;
SCHENKER;less_100;60;OISE;80;100;80 - 100;34.52;
SCHENKER;less_100;61;ORNE;1;9;1 - 9;21.82;
SCHENKER;less_100;61;ORNE;10;19;10 - 19;24.87;
SCHENKER;less_100;61;ORNE;20;29;20 - 29;27.92;
SCHENKER;less_100;61;ORNE;30;39;30 - 39;30.99;
SCHENKER;less_100;61;ORNE;40;49;40 - 49;33.6;
SCHENKER;less_100;61;ORNE;50;59;50 - 59;36.22;
SCHENKER;less_100;61;ORNE;60;69;60 - 69;38.84;
SCHENKER;less_100;61;ORNE;70;79;70 - 79;41.46;
SCHENKER;less_100;61;ORNE;80;100;80 - 100;45.82;
SCHENKER;less_100;62;PAS-DE-CALAIS;1;9;1 - 9;17.21;
SCHENKER;less_100;62;PAS-DE-CALAIS;10;19;10 - 19;19.62;
SCHENKER;less_100;62;PAS-DE-CALAIS;20;29;20 - 29;22.03;
SCHENKER;less_100;62;PAS-DE-CALAIS;30;39;30 - 39;24.43;
SCHENKER;less_100;62;PAS-DE-CALAIS;40;49;40 - 49;26.5;
SCHENKER;less_100;62;PAS-DE-CALAIS;50;59;50 - 59;28.57;
SCHENKER;less_100;62;PAS-DE-CALAIS;60;69;60 - 69;30.63;
SCHENKER;less_100;62;PAS-DE-CALAIS;70;79;70 - 79;32.7;
SCHENKER;less_100;62;PAS-DE-CALAIS;80;100;80 - 100;36.14;
SCHENKER;less_100;63;PUY-DE-DOME;1;9;1 - 9;30.27;
SCHENKER;less_100;63;PUY-DE-DOME;10;19;10 - 19;34.51;
SCHENKER;less_100;63;PUY-DE-DOME;20;29;20 - 29;38.75;
SCHENKER;less_100;63;PUY-DE-DOME;30;39;30 - 39;42.98;
SCHENKER;less_100;63;PUY-DE-DOME;40;49;40 - 49;46.62;
SCHENKER;less_100;63;PUY-DE-DOME;50;59;50 - 59;50.25;
SCHENKER;less_100;63;PUY-DE-DOME;60;69;60 - 69;53.89;
SCHENKER;less_100;63;PUY-DE-DOME;70;79;70 - 79;57.51;
SCHENKER;less_100;63;PUY-DE-DOME;80;100;80 - 100;63.58;
SCHENKER;less_100;63;PUY-DE-DOME Localités d'altitude;1;9;1 - 9;37.57;
SCHENKER;less_100;63;PUY-DE-DOME Localités d'altitude;10;19;10 - 19;42.83;
SCHENKER;less_100;63;PUY-DE-DOME Localités d'altitude;20;29;20 - 29;48.09;
SCHENKER;less_100;63;PUY-DE-DOME Localités d'altitude;30;39;30 - 39;53.35;
SCHENKER;less_100;63;PUY-DE-DOME Localités d'altitude;40;49;40 - 49;57.85;
SCHENKER;less_100;63;PUY-DE-DOME Localités d'altitude;50;59;50 - 59;62.36;
SCHENKER;less_100;63;PUY-DE-DOME Localités d'altitude;60;69;60 - 69;66.87;
SCHENKER;less_100;63;PUY-DE-DOME Localités d'altitude;70;79;70 - 79;71.38;
SCHENKER;less_100;63;PUY-DE-DOME Localités d'altitude;80;100;80 - 100;78.9;
SCHENKER;less_100;64;PYRENEES- ATLANTIQUE;1;9;1 - 9;37.96;
SCHENKER;less_100;64;PYRENEES- ATLANTIQUE;10;19;10 - 19;43.27;
SCHENKER;less_100;64;PYRENEES- ATLANTIQUE;20;29;20 - 29;48.58;
SCHENKER;less_100;64;PYRENEES- ATLANTIQUE;30;39;30 - 39;53.9;
SCHENKER;less_100;64;PYRENEES- ATLANTIQUE;40;49;40 - 49;58.46;
SCHENKER;less_100;64;PYRENEES- ATLANTIQUE;50;59;50 - 59;63.01;
SCHENKER;less_100;64;PYRENEES- ATLANTIQUE;60;69;60 - 69;67.56;
SCHENKER;less_100;64;PYRENEES- ATLANTIQUE;70;79;70 - 79;72.12;
SCHENKER;less_100;64;PYRENEES- ATLANTIQUE;80;100;80 - 100;79.71;
SCHENKER;less_100;64;PYRENEES- ATLANTIQUE Localités d'altitude;1;9;1 - 9;45.85;
SCHENKER;less_100;64;PYRENEES- ATLANTIQUE Localités d'altitude;10;19;10 - 19;52.26;
SCHENKER;less_100;64;PYRENEES- ATLANTIQUE Localités d'altitude;20;29;20 - 29;58.68;
SCHENKER;less_100;64;PYRENEES- ATLANTIQUE Localités d'altitude;30;39;30 - 39;65.1;
SCHENKER;less_100;64;PYRENEES- ATLANTIQUE Localités d'altitude;40;49;40 - 49;70.6;
SCHENKER;less_100;64;PYRENEES- ATLANTIQUE Localités d'altitude;50;59;50 - 59;76.1;
SCHENKER;less_100;64;PYRENEES- ATLANTIQUE Localités d'altitude;60;69;60 - 69;81.6;
SCHENKER;less_100;64;PYRENEES- ATLANTIQUE Localités d'altitude;70;79;70 - 79;87.1;
SCHENKER;less_100;64;PYRENEES- ATLANTIQUE Localités d'altitude;80;100;80 - 100;96.27;
SCHENKER;less_100;65;HAUTES-PYRENEES;1;9;1 - 9;38.73;
SCHENKER;less_100;65;HAUTES-PYRENEES;10;19;10 - 19;44.15;
SCHENKER;less_100;65;HAUTES-PYRENEES;20;29;20 - 29;49.57;
SCHENKER;less_100;65;HAUTES-PYRENEES;30;39;30 - 39;54.99;
SCHENKER;less_100;65;HAUTES-PYRENEES;40;49;40 - 49;59.64;
SCHENKER;less_100;65;HAUTES-PYRENEES;50;59;50 - 59;64.28;
SCHENKER;less_100;65;HAUTES-PYRENEES;60;69;60 - 69;68.93;
SCHENKER;less_100;65;HAUTES-PYRENEES;70;79;70 - 79;73.58;
SCHENKER;less_100;65;HAUTES-PYRENEES;80;100;80 - 100;81.32;
SCHENKER;less_100;65;HAUTES-PYRENEES Localités d'altitude;1;9;1 - 9;46.68;
SCHENKER;less_100;65;HAUTES-PYRENEES Localités d'altitude;10;19;10 - 19;53.21;
SCHENKER;less_100;65;HAUTES-PYRENEES Localités d'altitude;20;29;20 - 29;59.74;
SCHENKER;less_100;65;HAUTES-PYRENEES Localités d'altitude;30;39;30 - 39;66.27;
SCHENKER;less_100;65;HAUTES-PYRENEES Localités d'altitude;40;49;40 - 49;71.87;
SCHENKER;less_100;65;HAUTES-PYRENEES Localités d'altitude;50;59;50 - 59;77.48;
SCHENKER;less_100;65;HAUTES-PYRENEES Localités d'altitude;60;69;60 - 69;83.07;
SCHENKER;less_100;65;HAUTES-PYRENEES Localités d'altitude;70;79;70 - 79;88.68;
SCHENKER;less_100;65;HAUTES-PYRENEES Localités d'altitude;80;100;80 - 100;98.01;
SCHENKER;less_100;66;PYRENEES- ORIENTALES;1;9;1 - 9;43.34;
SCHENKER;less_100;66;PYRENEES- ORIENTALES;10;19;10 - 19;49.41;
SCHENKER;less_100;66;PYRENEES- ORIENTALES;20;29;20 - 29;55.47;
SCHENKER;less_100;66;PYRENEES- ORIENTALES;30;39;30 - 39;61.53;
SCHENKER;less_100;66;PYRENEES- ORIENTALES;40;49;40 - 49;66.74;
SCHENKER;less_100;66;PYRENEES- ORIENTALES;50;59;50 - 59;71.94;
SCHENKER;less_100;66;PYRENEES- ORIENTALES;60;69;60 - 69;77.14;
SCHENKER;less_100;66;PYRENEES- ORIENTALES;70;79;70 - 79;82.34;
SCHENKER;less_100;66;PYRENEES- ORIENTALES;80;100;80 - 100;91.01;
SCHENKER;less_100;66;PYRENEES- ORIENTALES Localités d'altitude;1;9;1 - 9;51.63;
SCHENKER;less_100;66;PYRENEES- ORIENTALES Localités d'altitude;10;19;10 - 19;58.87;
SCHENKER;less_100;66;PYRENEES- ORIENTALES Localités d'altitude;20;29;20 - 29;66.09;
SCHENKER;less_100;66;PYRENEES- ORIENTALES Localités d'altitude;30;39;30 - 39;73.32;
SCHENKER;less_100;66;PYRENEES- ORIENTALES Localités d'altitude;40;49;40 - 49;79.52;
